,b,b_std
pro::navidrome__navidrome-6bd4c0f6bfa653e9b8b27cfdc2955762d371d6e9,2.8359609,1.2020911
pro::navidrome__navidrome-6c6223f2f9db2c8c253e0d40a192e3519c9037d1,1.9269371,0.84608525
pro::navidrome__navidrome-7073d18b54da7e53274d11c9e2baef1242e8769e,4.823973,1.766209
pro::navidrome__navidrome-812dc2090f20ac4f8ac271b6ed95be5889d1a3ca,2.123603,0.81885153
pro::navidrome__navidrome-8383527aaba1ae8fa9765e995a71a86c129ef626,0.31326893,0.60790664
pro::navidrome__navidrome-874b17b8f614056df0ef021b5d4f977341084185,4.9543185,1.7211677
pro::navidrome__navidrome-87d4db7638b37eeb754b217440ab7a372f669205,2.9338639,1.0106305
pro::navidrome__navidrome-89b12b34bea5687c70e4de2109fd1e7330bb2ba2,4.9739547,1.5423595
pro::navidrome__navidrome-8d56ec898e776e7e53e352cb9b25677975787ffc,4.810287,1.8608426
pro::navidrome__navidrome-8e640bb8580affb7e0ea6225c0bbe240186b6b08,-0.73959696,0.61601603
pro::navidrome__navidrome-97434c1789a6444b30aae5ff5aa124a96a88f504,4.85314,1.757146
pro::navidrome__navidrome-9c3b4561652a15846993d477003e111f0df0c585,4.9589577,1.6479212
pro::navidrome__navidrome-b3980532237e57ab15b2b93c49d5cd5b2d050013,4.9981766,1.7865361
pro::navidrome__navidrome-b65e76293a917ee2dfc5d4b373b1c62e054d0dca,4.8662643,1.7610757
pro::navidrome__navidrome-bf2bcb12799b21069f137749e0c331f761d1f693,-0.40750313,0.57393783
pro::navidrome__navidrome-c90468b895f6171e33e937ff20dc915c995274f0,4.846086,1.6539239
pro::navidrome__navidrome-d0dceae0943b8df16e579c2d9437e11760a0626a,4.864376,1.7965081
pro::navidrome__navidrome-d21932bd1b2379b0ebca2d19e5d8bae91040268a,4.8639703,1.7801844
pro::navidrome__navidrome-d5df102f9f97c21715c756069c9e141da2a422dc,3.0235155,1.0678946
pro::navidrome__navidrome-d613b1930688422122796b43acb3caf2538c8fd1,-2.2127976,0.82415783
pro::navidrome__navidrome-d8e794317f788198227e10fb667e10496b3eb99a,4.7966585,1.7026908
pro::navidrome__navidrome-de90152a7173039677ac808f5bfb1e644d761336,-0.7490021,0.6156948
pro::navidrome__navidrome-dfa453cc4ab772928686838dc73d0130740f054e,4.8232393,1.6747903
pro::navidrome__navidrome-e12a14a87d392ac70ee4cc8079e3c3e0103dbcb2,2.9367228,0.9451096
pro::navidrome__navidrome-ee21f3957e0de91624427e93c62b8ee390de72e3,0.6700339,0.61797863
pro::navidrome__navidrome-eebfbc5381a1e506ff17b5f1371d1ad83d5fd642,4.809094,1.7099658
pro::navidrome__navidrome-f78257235ec3429ef42af6687738cd327ec77ce8,4.823368,1.539194
pro::navidrome__navidrome-f7d4fcdcc1a59d1b4f835519efb402897757e371,-0.44792902,0.5804924
pro::navidrome__navidrome-fa85e2a7816a6fe3829a4c0d8e893e982b0985da,4.9219117,1.5931972
pro::protonmail__webclients-01b519cd49e6a24d9a05d2eb97f54e420740072e,-0.04599408,0.56647533
pro::protonmail__webclients-01ea5214d11e0df8b7170d91bafd34f23cb0f2b1,4.8077602,1.6942195
pro::protonmail__webclients-0200ce0fc1d4dbd35178c10d440a284c82ecc858,-1.1016132,0.6749539
pro::protonmail__webclients-08bb09914d0d37b0cd6376d4cab5b77728a43e7b,4.7869306,1.732514
pro::protonmail__webclients-09fcf0dbdb87fa4f4a27700800ee4a3caed8b413,4.879227,1.7191963
pro::protonmail__webclients-0d0267c4438cf378bda90bc85eed3a3615871ac4,-0.050397597,0.60158443
pro::protonmail__webclients-0ec14e36ceb01ba45602a563e12352af8171ed39,4.6925898,2.0110633
pro::protonmail__webclients-1501eb765873b2884b6f1944fd242ecfc9d6b103,-0.76100916,0.5938616
pro::protonmail__webclients-1917e37f5d9941a3459ce4b0177e201e2d94a622,4.7683244,1.8393165
pro::protonmail__webclients-281a6b3f190f323ec2c0630999354fafb84b2880,4.8182335,1.7991115
pro::protonmail__webclients-2c3559cad02d1090985dba7e8eb5a129144d9811,0.34850332,0.5592176
pro::protonmail__webclients-2dce79ea4451ad88d6bfe94da22e7f2f988efa60,4.8652697,1.7324358
pro::protonmail__webclients-2f2f6c311c6128fe86976950d3c0c2db07b03921,4.9686656,1.6946478
pro::protonmail__webclients-2f66db85455f4b22a47ffd853738f679b439593c,4.8534493,1.6566684
pro::protonmail__webclients-32ff10999a06455cb2147f6873d627456924ae13,-0.41589335,0.5691384
pro::protonmail__webclients-369fd37de29c14c690cb3b1c09a949189734026f,4.7534337,1.7198706
pro::protonmail__webclients-3a6790f480309130b5d6332dce6c9d5ccca13ee3,-0.67343885,0.6040636
pro::protonmail__webclients-3f22e2172cbdfd7b9abb2b1d8fd80c16d38b4bbe,-0.06613758,0.6072032
pro::protonmail__webclients-428cd033fede5fd6ae9dbc7ab634e010b10e4209,2.9270308,0.9695656
pro::protonmail__webclients-4817fe14e1356789c90165c2a53f6a043c2c5f83,2.9475963,0.98004466
pro::protonmail__webclients-4feccbc9990980aee26ea29035f8f931d6089895,0.30748168,0.6821145
pro::protonmail__webclients-51742625834d3bd0d10fe0c7e76b8739a59c6b9f,1.9955928,0.78074014
pro::protonmail__webclients-5d2576632037d655c3b6a28e98cd157f7e9a5ce1,-0.057497848,0.53961885
pro::protonmail__webclients-5e815cfa518b223a088fa9bb232a5fc90ab15691,1.9480183,0.78966177
pro::protonmail__webclients-5f0745dd6993bb1430a951c62a49807c6635cd77,4.7873554,1.830876
pro::protonmail__webclients-6dcf0d0b0f7965ad94be3f84971afeb437f25b02,0.33051738,0.53997415
pro::protonmail__webclients-6e165e106d258a442ae849cdf08260329cb92d39,4.923819,1.5929334
pro::protonmail__webclients-6e1873b06df6529a469599aa1d69d3b18f7d9d37,4.807118,1.8153036
pro::protonmail__webclients-6f8916fbadf1d1f4a26640f53b5cf7f55e8bedb7,-0.6802137,0.6533707
pro::protonmail__webclients-708ed4a299711f0fa79a907cc5847cfd39c0fc71,-1.1366192,0.62091887
pro::protonmail__webclients-715dbd4e6999499cd2a576a532d8214f75189116,4.776071,1.7533792
pro::protonmail__webclients-7b833df125859e5eb98a826e5b83efe0f93a347b,0.39696836,0.5618712
pro::protonmail__webclients-7e54526774e577c0ebb58ced7ba8bef349a69fec,0.42700413,0.578293
pro::protonmail__webclients-8142704f447df6e108d53cab25451c8a94976b92,1.4636921,0.7035106
pro::protonmail__webclients-815695401137dac2975400fc610149a16db8214b,-1.230435,0.6488802
pro::protonmail__webclients-863d524b5717b9d33ce08a0f0535e3fd8e8d1ed8,5.0121684,1.5622435
pro::protonmail__webclients-8afd9ce04c8dde9e150e1c2b50d32e7ee2efa3e7,-1.2357761,0.6821702
pro::protonmail__webclients-8be4f6cb9380fcd2e67bcb18cef931ae0d4b869c,0.6397462,0.6324536
pro::protonmail__webclients-944adbfe06644be0789f59b78395bdd8567d8547,4.705822,2.0026765
pro::protonmail__webclients-a6e6f617026794e7b505d649d2a7a9cdf17658c8,4.889951,1.7363142
pro::protonmail__webclients-ac23d1efa1a6ab7e62724779317ba44c28d78cfd,1.028578,0.60655105
pro::protonmail__webclients-ae36cb23a1682dcfd69587c1b311ae0227e28f39,4.8706565,1.7342236
pro::protonmail__webclients-b387b24147e4b5ec3b482b8719ea72bee001462a,2.1835144,0.8006186
pro::protonmail__webclients-b530a3db50cb33e5064464addbcbef1465856ce6,2.9199672,1.0123358
pro::protonmail__webclients-b9387af4cdf79c2cb2a221dea33d665ef789512e,3.007431,0.96800876
pro::protonmail__webclients-bf2e89c0c488ae1a87d503e5b09fe9dd2f2a635f,-0.35113057,0.5930196
pro::protonmail__webclients-c5a2089ca2bfe9aa1d85a664b8ad87ef843a1c9c,2.9394066,1.0041654
pro::protonmail__webclients-c6f65d205c401350a226bb005f42fac1754b0b5b,4.808083,1.7712727
pro::protonmail__webclients-c8117f446c3d1d7e117adc6e0e46b0ece9b0b90e,-1.6985337,0.71166956
pro::protonmail__webclients-caf10ba9ab2677761c88522d1ba8ad025779c492,4.8862495,1.8123345
pro::protonmail__webclients-cb8cc309c6968b0a2a5fe4288d0ae0a969ff31e1,2.754273,1.1393694
pro::protonmail__webclients-cba6ebbd0707caa524ffee51c62b197f6122c902,2.9596243,0.987757
pro::protonmail__webclients-cfd7571485186049c10c822f214d474f1edde8d1,4.8490033,1.4864746
pro::protonmail__webclients-d3e513044d299d04e509bf8c0f4e73d812030246,0.014129113,0.62264365
pro::protonmail__webclients-d494a66038112b239a381f49b3914caf8d2ef3b4,1.0307069,0.6460211
pro::protonmail__webclients-d8ff92b414775565f496b830c9eb6cc5fa9620e6,4.9470563,1.9177556
pro::protonmail__webclients-da91f084c0f532d9cc8ca385a701274d598057b8,2.9051206,1.0487925
pro::protonmail__webclients-df60460f163fd5c34e844ab9015e3176f1ab1ac0,0.23308797,0.607642
pro::protonmail__webclients-dfe5604193d63bfcb91ce60d62db2f805c43bf11,-0.021194318,0.5584375
pro::protonmail__webclients-e65cc5f33719e02e1c378146fb981d27bc24bdf4,4.722817,1.8259977
pro::protonmail__webclients-e7f3f20c8ad86089967498632ace73c1157a9d51,4.9498315,1.5789273
pro::protonmail__webclients-e9677f6c46d5ea7d277a4532a4bf90074f125f31,0.666127,0.66089016
pro::protonmail__webclients-f080ffc38e2ad7bddf2e93e5193e82c20c7a11e7,2.89032,0.9783339
pro::protonmail__webclients-f161c10cf7d31abf82e8d64d7a99c9fac5acfa18,-0.7086911,0.62012607
pro::protonmail__webclients-fc9d535e9beb3ae30a52a7146398cadfd6e30606,0.7417369,0.6429571
pro::qutebrowser__qutebrowser-01d1d1494411380d97cac14614a829d3a69cecaf,0.31764185,0.60373044
pro::qutebrowser__qutebrowser-0833b5f6f140d04200ec91605f88704dd18e2970,-0.82708204,0.6926003
pro::qutebrowser__qutebrowser-0aa57e4f7243024fa4bba8853306691b5dbd77b3,1.5001246,0.8093596
pro::qutebrowser__qutebrowser-0b621cb0ce2b54d3f93d8d41d8ff4257888a87e5,0.24352479,0.6237516
pro::qutebrowser__qutebrowser-0d2afd58f3d0e34af21cee7d8a3fc9d855594e9f,-0.7479155,0.6161865
pro::qutebrowser__qutebrowser-0fc6d1109d041c69a68a896db87cf1b8c194cef7,0.8202064,0.61019903
pro::qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9,4.839796,1.7774208
pro::qutebrowser__qutebrowser-1943fa072ec3df5a87e18a23b0916f134c131016,-1.1485757,0.7366286
pro::qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57,-0.42232913,0.5932235
pro::qutebrowser__qutebrowser-1af602b258b97aaba69d2585ed499d95e2303ac2,-1.6890646,0.70781106
pro::qutebrowser__qutebrowser-21b426b6a20ec1cc5ecad770730641750699757b,4.789581,1.6467471
pro::qutebrowser__qutebrowser-233cb1cc48635130e5602549856a6fa4ab4c087f,1.5448537,0.6829978
pro::qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372,-0.058088433,0.6260368
pro::qutebrowser__qutebrowser-2e961080a85d660148937ee8f0f6b3445a8f2c01,0.29331714,0.60998213
pro::qutebrowser__qutebrowser-305e7c96d5e2fdb3b248b27dfb21042fb2b7e0b8,4.770956,1.6808943
pro::qutebrowser__qutebrowser-322834d0e6bf17e5661145c9f085b41215c280e8,2.8914514,1.13902
pro::qutebrowser__qutebrowser-34a13afd36b5e529d553892b1cd8b9d5ce8881c4,-3.1610649,0.94415444
pro::qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717,0.726069,0.6369491
pro::qutebrowser__qutebrowser-36ade4bba504eb96f05d32ceab9972df7eb17bcc,4.925511,1.7620894
pro::qutebrowser__qutebrowser-394bfaed6544c952c6b3463751abab3176ad4997,4.7799153,1.8977116
pro::qutebrowser__qutebrowser-3d01c201b8aa54dd71d4f801b1dd12feb4c0a08a,-0.019106355,0.57322747
pro::qutebrowser__qutebrowser-3e21c8214a998cb1058defd15aabb24617a76402,4.8992205,1.7565327
pro::qutebrowser__qutebrowser-3fd8e12949b8feda401930574facf09dd4180bba,-1.1286671,0.6431602
pro::qutebrowser__qutebrowser-44e64199ed38003253f0296badd4a447645067b6,-1.5708947,0.77803254
pro::qutebrowser__qutebrowser-46e6839e21d9ff72abb6c5d49d5abaa5a8da8a81,-0.7295573,0.58142704
pro::qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2,4.831618,1.7005073
pro::qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff,0.38429534,0.61645144
pro::qutebrowser__qutebrowser-50efac08f623644a85441bbe02ab9347d2b71a9d,-3.100588,1.0046062
pro::qutebrowser__qutebrowser-52708364b5f91e198defb022d1a5b4b3ebd9b563,0.3738141,0.61121184
pro::qutebrowser__qutebrowser-54bcdc1eefa86cc20790973d6997b60c3bba884c,-2.3334737,0.80542445
pro::qutebrowser__qutebrowser-5cef49ff3074f9eab1da6937a141a39a20828502,0.21841525,0.6198575
pro::qutebrowser__qutebrowser-5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742,-0.7872476,0.6154928
pro::qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4,-0.78525496,0.62179136
pro::qutebrowser__qutebrowser-66cfa15c372fa9e613ea5a82d3b03e4609399fb6,0.65991634,0.5950456
pro::qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d,0.1562628,0.5643573
pro::qutebrowser__qutebrowser-6dd402c0d0f7665d32a74c43c5b4cf5dc8aff28d,0.6157782,0.6640718
pro::qutebrowser__qutebrowser-70248f256f93ed9b1984494d0a1a919ddd774892,4.993567,1.7023914
pro::qutebrowser__qutebrowser-77c3557995704a683cdb67e2a3055f7547fa22c3,2.921314,0.99717396
pro::qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6,-1.1712766,0.72136104
pro::qutebrowser__qutebrowser-7f9713b20f623fc40473b7167a082d6db0f0fd40,3.0293727,0.9886132
pro::qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854,-0.7183254,0.61877406
pro::qutebrowser__qutebrowser-8cd06741bb56cdca49f5cdc0542da97681154315,1.0181959,0.66324294
pro::qutebrowser__qutebrowser-8d05f0282a271bfd45e614238bd1b555c58b3fc1,-0.40065458,0.6262703
pro::qutebrowser__qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430,-3.1338944,1.0351881
pro::qutebrowser__qutebrowser-96b997802e942937e81d2b8a32d08f00d3f4bc4e,-2.243872,0.76140076
pro::qutebrowser__qutebrowser-99029144b5109bb1b2a53964a7c129e009980cd9,-0.7395738,0.6240769
pro::qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05,-1.5598731,0.6726159
pro::qutebrowser__qutebrowser-9b71c1ea67a9e7eb70dd83214d881c2031db6541,4.9240613,1.8814842
pro::qutebrowser__qutebrowser-9ed748effa8f3bcd804612d9291da017b514e12f,2.1141162,0.81566423
pro::qutebrowser__qutebrowser-a25e8a09873838ca9efefd36ea8a45170bbeb95c,2.9053257,1.0147564
pro::qutebrowser__qutebrowser-a84ecfb80a00f8ab7e341372560458e3f9cfffa2,-1.092013,0.6820417
pro::qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f,-1.1503167,0.6253397
pro::qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da,-0.51560676,0.5726814
pro::qutebrowser__qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094,-0.10053438,0.6229897
pro::qutebrowser__qutebrowser-c0be28ebee3e1837aaf3f30ec534ccd6d038f129,1.3992914,0.7151672
pro::qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2,-0.8020735,0.6194337
pro::qutebrowser__qutebrowser-cc360cd4a34a126274c7b51f3b63afbaf3e05a02,0.2392796,0.5719244
pro::qutebrowser__qutebrowser-cf06f4e3708f886032d4d2a30108c2fddb042d81,0.263945,0.6079933
pro::qutebrowser__qutebrowser-de4a1c1a2839b5b49c3d4ce21d39de48d24e2091,-0.832873,0.5822109
pro::qutebrowser__qutebrowser-deeb15d6f009b3ca0c3bd503a7cef07462bd16b4,2.8295026,1.0504822
pro::qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620,0.5801877,0.6717594
pro::qutebrowser__qutebrowser-e34dfc68647d087ca3175d9ad3f023c30d8c9746,2.7728107,1.0820779
pro::qutebrowser__qutebrowser-e5340c449f23608803c286da0563b62f58ba25b0,-0.41230863,0.5717283
pro::qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85,-2.288028,0.7199845
pro::qutebrowser__qutebrowser-e64622cd2df5b521342cf4a62e0d4cb8f8c9ae5a,-4.948033,1.6267849
pro::qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42,0.3528804,0.5109943
pro::qutebrowser__qutebrowser-ebfe9b7aa0c4ba9d451f993e08955004aaec4345,-0.75303036,0.6759888
pro::qutebrowser__qutebrowser-ec2dcfce9eee9f808efc17a1b99e227fc4421dea,2.0965052,0.7422084
pro::qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2,0.37299192,0.608284
pro::qutebrowser__qutebrowser-ef5ba1a0360b39f9eff027fbdc57f363597c3c3b,0.7095613,0.6253757
pro::qutebrowser__qutebrowser-f631cd4422744160d9dcf7a0455da532ce973315,4.9133043,1.5962865
pro::qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e,-0.33536407,0.68412465
pro::qutebrowser__qutebrowser-f8e7fea0becae25ae20606f1422068137189fe9e,1.1351868,0.5911762
pro::qutebrowser__qutebrowser-f91ace96223cac8161c16dd061907e138fe85111,-3.138324,1.0635191
pro::qutebrowser__qutebrowser-fcfa069a06ade76d91bac38127f3235c13d78eb1,4.757066,1.656848
pro::qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476,-0.45122412,0.6491032
pro::qutebrowser__qutebrowser-fea33d607fde83cf505b228238cf365936437a63,-0.84090066,0.58367157
pro::qutebrowser__qutebrowser-fec187c2cb53d769c2682b35ca77858a811414a8,2.0647545,0.8539458
pro::qutebrowser__qutebrowser-ff1c025ad3210506fc76e1f604d8c8c27637d88e,4.7680774,1.7296485
pro::tutao__tutanota-09c2776c0fce3db5c6e18da92b5a45dce9f013aa,2.0070436,0.8597864
pro::tutao__tutanota-12a6cbaa4f8b43c2f85caca0787ab55501539955,1.5133381,0.806776
pro::tutao__tutanota-1e516e989b3c0221f4af6b297d9c0e4c43e4adc3,-0.10671378,0.5671151
pro::tutao__tutanota-1ff82aa365763cee2d609c9d19360ad87fdf2ec7,2.8877876,0.9644563
pro::tutao__tutanota-219bc8f05d7b980e038bc1524cb021bf56397a1b,-0.038882736,0.5998629
pro::tutao__tutanota-40e94dee2bcec2b63f362da283123e9df1874cc1,1.1105833,0.6474888
pro::tutao__tutanota-4b4e45949096bb288f2b522f657610e480efa3e8,0.29558447,0.61194944
pro::tutao__tutanota-51818218c6ae33de00cbea3a4d30daac8c34142e,4.7656555,1.7080361
pro::tutao__tutanota-8513a9e8114a8b42e64f4348335e0f23efa054c4,4.791379,1.6103917
pro::tutao__tutanota-b4934a0f3c34d9d7649e944b183137e8fad3e859,-0.30769873,0.6000407
pro::tutao__tutanota-befce4b146002b9abc86aa95f4d57581771815ce,-0.8851895,0.55798596
pro::tutao__tutanota-d1aa0ecec288bfc800cfb9133b087c4f81ad8b38,4.8179517,1.9747394
pro::tutao__tutanota-da4edb7375c10f47f4ed3860a591c5e6557f7b5c,2.038988,0.76437867
pro::tutao__tutanota-db90ac26ab78addf72a8efaff3c7acc0fbd6d000,4.7847924,1.6860721
pro::tutao__tutanota-de49d486feef842101506adf040a0f00ded59519,1.0615696,0.6145238
pro::tutao__tutanota-f373ac3808deefce8183dad8d16729839cc330c1,-0.077281415,0.56529504
pro::tutao__tutanota-f3ffe17af6e8ab007e8d461355057ad237846d9d,2.81312,1.0209999
pro::tutao__tutanota-fb32e5f9d9fc152a00144d56dd0af01760a2d4dc,4.838212,1.7776393
pro::tutao__tutanota-fbdb72a2bd39b05131ff905780d9d4a2a074de26,0.6938179,0.62826526
pro::tutao__tutanota-fe240cbf7f0fdd6744ef7bef8cb61676bcdbb621,1.1551017,0.611328
